Servicio,Distrito,Medidor
2877133,1,
278416,33,9115850
975211,1,9119700
2768417,28,9119682
989729,34,9072553
768810,1,9119372
836392,1,9118063
859717,1,9117205
2902900,28,9118823
1028547,28,9119399
419524,1,9116034
2905224,1,9006386
2906944,8,9117871
393961,47,9120228
2907598,1,
2895581,22,9118477
168255,8,9115510
387304,47,9119164
523134,1,9120570
2904048,24,9096282
2916525,1,
168806,8,9118167
418809,1,9116886
419972,1,9119491
1070856,47,9090667
116598,18,9011299
127151,35,9115577
411071,47,9117700
104946,19,9118699
1042479,28,9115610
421542,1,9117784
2938522,1,9008046
893162,1,9117212
897448,1,9117664
593532,1,9117758
1076612,1,9117886
157173,36,9118925
2942467,1,9116488
2766585,1,9102861
2762666,23,9022464
147284,35,9120089
588749,1,9116014
257612,30,9120165
100481,18,9118308
360377,25,9102829
887528,20,9118722
872511,36,9118831
254985,28,9117428
2287749,1,9117076
421597,1,9116670
518776,1,9118741
631013,1,9116692
168215,8,9118215
469047,1,9117740
753703,1,9118511
279147,28,9119447
953253,26,9102900
168221,8,9115899
2859152,47,9119888
146272,41,9021946
420127,1,9116489
920952,18,9118246
100547,18,9117968
2962078,45,9118319
168799,8,9119136
2691006,23,9119869
420183,1,9102883
2881856,1,9117173
1415883,22,9018059
887160,8,9115515
419975,1,9116699
419003,1,9102728
714372,1,9117669
576497,1,9116708
279545,28,9118299
2970536,1,9116850
2975944,26,9021602
2851878,28,9118177
2986357,24,9118941
419798,1,9118223
419084,1,9102818
543012,1,9117036
2850674,8,9118920
847988,1,9119117
2826991,1,9118461
933861,1,9117839
1169065,1,9117109
751602,1,9117322
1065829,1,9116441
2916536,49,9119600
2981057,1,9029510
1060201,1,9118598
2996209,22,9115628
930168,1,9116048
2998735,1,9117530
1237462,18,9900081
419085,1,9117120
2788339,1,9116428
926288,1,9027796
419186,1,9116970
1014191,1,9115986
1105969,1,9117272
948220,46,9119929
1321667,1,9116469
100385,18,9028973
278648,29,9102780
649322,1,9118112
2839918,1,9120646
751226,1,9118089
3012600,1,9119604
972630,1,9117865
420534,1,9102807
279427,28,9118916
3012673,1,
713243,1,9117125
728343,1,9116698
842640,23,9118927
419493,1,9117519
1003382,47,9118650
2962709,1,9116084
2762799,1,9117309
885525,1,9115975
974647,1,
2912025,47,9119156
1031437,1,9116057
279533,28,9117427
2816757,28,9118890
684098,1,9117155
630084,1,9117298
882126,1,9118609
630953,1,9116703
3020683,1,9117866
2957599,1,9116487
2869689,1,9116895
387494,47,9118999
2847329,1,9119758
279411,28,9118677
279456,28,9118212
949710,1,9119623
958354,47,9119505
419510,1,9117388
2891143,1,9116595
2978842,1,9102791
958358,45,9000509
420084,1,9117129
329143,3,9115707
420035,1,9117522
3034248,1,
899552,1,9116446
2754259,1,9117825
727896,1,9117358
363171,47,9119174
168990,17,9119457
538391,1,9118455
414944,23,9118897
592560,1,9118035
3020741,1,
353738,22,9118902
3029394,1,9119101
909033,1,9117100
867652,2,9029020
419723,1,9117108
2899532,1,9116098
2942600,1,9116607
419036,1,9102893
2817155,36,9118842
3013870,36,9008105
1040375,1,9117245
953058,1,9117015
816268,1,9117650
1328244,1,9116917
515085,1,9118316
3017566,1,
1336706,28,9102762
850508,1,9117847
556330,1,9116979
279513,28,9102737
329431,2,9115811
1502264,1,9117598
2808769,1,9116536
824496,28,9119417
330332,28,9118746
420069,1,9102792
2790613,1,9117826
421438,1,9118541
2994809,23,9118883
419984,1,9116470
120924,18,9118735
329489,2,9115718
3019036,8,9022175
708452,1,9117182
420005,1,9102726
1177766,1,9117214
1048391,1,9117219
2872621,1,9119817
421710,1,9102874
168285,8,9119150
1038778,18,9118724
419520,1,9118321
2967620,1,9119023
2863661,8,9119573
127773,39,9115698
3054016,1,9119777
694522,1,9116055
1058662,8,9117892
889277,28,9119651
957791,1,9103061
832756,1,9116460
2983524,1,9119809
2695654,1,9116447
2831361,8,9115815
2919378,1,9119500
562628,1,9115634
1038436,6,9115822
525276,1,9119342
959351,26,9102931
863785,47,9119379
595157,1,9118042
709154,1,9116725
1025084,1,9119730
2970312,1,9119805
685641,1,9117237
1902948,1,9116785
769017,1,9117777
759891,1,9116892
3056422,1,
362151,45,9120941
727974,1,9119776
958160,47,9119167
421476,1,9117732
998170,1,9117795
2737230,1,9120186
2786604,20,9021586
279480,28,9102835
420219,1,9115961
880253,1,9116702
961976,1,9102748
279524,28,9119650
2817352,1,9115540
405312,47,9119772
486683,1,9115701
685863,1,9103006
168942,16,9119429
421693,1,9119121
3013827,47,9028412
419081,1,9116392
3065281,45,9119873
165692,35,9020050
389670,47,9025974
2818054,1,9117609
3086460,1,
2730989,47,9119673
2916083,1,9118285
2754068,1,9116560
118393,18,9118761
419414,1,9102854
1300052,18,6000002
1301248,1,9116871
363164,47,9118390
420229,1,9116789
350627,24,9118536
831622,1,9117150
745596,1,9118485
2806351,1,9116901
419905,1,9103059
903840,35,9119283
214945,28,9118679
279454,28,9119408
137489,44,9117534
1022327,37,9119270
168041,8,9118159
657255,1,9116538
924712,47,9118436
189187,8,9118358
329495,2,9115759
945142,3,9120022
3079042,1,
3062664,18,9116805
404690,47,9119606
3075469,18,9119645
889050,1,9102902
419199,1,9116807
3083007,1,
3078804,1,9119111
3064958,28,9119230
3080502,1,9119185
2830853,28,9118628
363162,47,9119889
1321161,28,9118893
1460753,1,9117093
419157,1,9117626
1491456,19,9119607
100135,19,9118768
2821737,19,9119608
127421,36,9115663
3069541,8,9008758
3077433,8,9117990
466873,1,9120929
3080343,8,9010243
3090270,45,9117617
2874508,1,9119480
611974,1,9117320
419466,1,9117072
1493421,1,9102983
1326792,45,9120773
895250,1,9120725
419043,1,9102946
3061169,40,9117960
3102814,22,9120907
420080,1,9117066
2873020,22,9102905
595054,1,9116623
127458,36,9118800
1195640,1,9117813
100670,18,9118146
100234,18,9103086
100232,18,9103031
2971648,28,9120600
1552942,47,9119364
2806580,8,9119959
3103059,8,9117240
419711,1,9119370
928299,11,9118535
364067,45,9118283
715193,1,9116759
419041,1,9102700
1045070,8,9002506
127352,35,9103060
127350,35,9115642
3080134,45,9117747
168791,8,9118459
3007673,1,9120861
481238,1,9115924
3074452,1,9120804
524456,1,9102892
2931922,1,9115826
756510,1,9117504
3093115,1,9119320
420231,1,9115805
419489,1,9119845
100469,18,9119243
168992,17,9116581
279397,28,9120140
279430,28,9047673
168801,8,9118435
419977,1,9116465
420076,1,9118066
420780,1,9115940
420900,1,9017729
421241,1,9117824
421412,1,9118366
421446,1,9116753
421819,1,9116925
421829,1,9004956
422461,1,9094447
422540,1,9042262
423239,1,
818246,1,9117330
843120,18,9026290
849454,18,9010082
329455,2,9119000
876160,18,9004413
423357,1,9118884
930988,1,9006047
362360,45,9118269
168262,8,9115885
168836,11,9119440
736064,1,9116535
419315,1,9118546
958833,1,9117846
418949,1,9117660
243678,28,9047669
791441,1,9120185
421701,1,9116467
496872,1,9120217
932257,1,9120233
432870,1,9116613
416557,28,9115526
329539,6,9120005
421593,1,9118464
419963,1,9116075
869300,1,9117355
854516,23,9120128
858722,1,9120243
419640,1,9118403
906728,1,9118667
1008311,1,9115988
1015649,3,9119842
279516,28,9008511
838942,1,9116025
278955,28,9117487
420249,1,9119896
221728,28,9118889
876356,28,9015646
279437,28,9008267
676874,1,9116961
968689,5,9116645
420294,1,9117319
844858,1,9027713
1048998,21,9118782
420496,1,9118506
872675,1,9118071
1063385,1,9116534
896852,19,9119455
278548,30,9008010
279046,28,9119667
681101,1,9116095
1063100,35,9117941
728264,1,9117863
329457,2,9119622
363083,47,9119814
420795,1,9117779
360324,24,9118141
329140,3,9120019
420996,1,9117705
382363,45,9119944
962012,1,9117096
909618,22,9120131
420254,1,9116500
1220697,1,9118091
574805,1,9116016
419083,1,9115954
168111,8,9118380
766881,1,9118108
777614,1,9117725
833223,3,9008120
851142,1,9117760
902977,5,5746002
1194224,8,9119146
127169,35,9117578
1313034,35,9102705
120876,18,9118771
419853,1,9116586
1069104,1,9117862
1053638,1,9118530
419507,1,9118037
877164,1,9119036
360423,26,9115931
1406448,1,
419416,1,9118871
419348,1,9119241
879253,1,9118045
167911,11,9118360
100543,18,9119246
1039646,1,9117368
757200,1,9116680
385879,47,9120250
761383,1,9117041
419909,1,9117250
1553677,47,9120183
968840,1,9117022
1193725,47,9120216
1179624,28,9118784
1504151,1,9117297
918929,46,9118348
420060,1,9117087
420591,1,9116938
755005,1,9120027
2711612,22,9006691
1315391,8,9119189
328921,3,9102901
925658,1,9118081
420640,1,9118059
789632,1,9117709
329345,2,9020584
416732,47,9119124
680873,1,9118084
959134,1,9116026
1193556,1,9117636
2737397,8,9119206
329705,6,9119996
2731848,47,9119181
100562,18,9118763
329020,49,9119563
244911,28,9120153
362388,45,9115778
329202,2,9118961
976004,46,9117967
1025254,47,9119904
953343,1,9117233
2134155,8,9115599
419448,1,9119755
362420,45,9118335
120993,18,9118713
423379,1,9116564
2737153,18,9118691
100417,18,9118302
325946,2,9119978
260416,28,9007741
362378,45,9115882
1082785,8,9116077
2766749,1,9115667
2764266,47,9117448
279401,28,9117435
2792801,19,9119931
932869,9,9117905
420614,1,9115591
1400467,1,9120029
1070452,24,9120130
362383,45,9115548
279433,28,9118807
823836,15,7321755
420101,1,9117218
2808249,1,9117873
360416,26,9102721
651226,1,9006643
1391551,1,9118298
289405,6,9119998
873775,1,9117243
419755,1,9117285
421810,1,9102975
420123,1,9117227
128011,42,9028946
204250,8,9118934
418167,1,9102879
1477764,1,9117985
420313,1,9118673
2800736,1,9116604
100560,18,9118765
2836083,1,9117748
1211868,1,9022523
361593,46,9103022
2780967,47,9117390
2842928,1,9117875
2843457,28,9022873
419238,1,9119250
736534,1,9116803
1431593,1,9103000
2847404,1,
2849410,1,
420160,1,9117570
189808,8,9119188
848320,18,9119548
1375893,1,9118872
421435,1,9116849
982833,18,9103009
362376,45,9115507
169029,8,9120916
768805,1,9118355
420088,1,9118228
2800493,40,9029066
909046,1,9115562
1078400,1,9029751
317310,2,9115841
838736,1,9117156
1056297,1,9116697
419170,1,9019119
120939,18,9118766
103087,18,9117810
1267523,47,9119184
576489,1,9116745
403038,47,9117396
329450,2,9115834
1324982,1,9118448
419477,1,9116742
278420,33,9115827
278428,33,9115851
359929,22,9102840
1057239,1,9120232
935064,28,9119415
2899781,1,9117940
2896596,1,9116472
419323,1,9117176
2900970,22,9119678
883279,1,9117599
360425,26,9103062
421592,1,9117762
440090,1,9117291
317493,2,9120280
1225340,1,9117859
120912,18,9119580
587552,1,9117165
863771,1,9117204
168767,8,9119664
422067,1,9027967
161154,36,9118865
1269993,24,9120132
168257,8,9115541
2838774,8,9117880
610610,1,9115903
409363,47,9097452
2925483,47,9117749
1237272,18,9119245
2474688,1,9117612
419361,1,9118410
397069,47,9029064
127842,40,9018598
278464,32,9014452
2880394,28,9118805
278620,29,9119802
279156,28,9115536
1268627,1,9102716
2933858,1,9118501
279153,28,9115620
279154,28,9115590
1057329,1,9118096
887946,1,6000012
419591,1,9116765
279417,28,9118682
715638,1,9117296
423363,1,9102768
2923411,1,9116651
2954017,1,9016677
419429,1,9117283
2774727,8,9119587
152529,35,9120097
128007,42,9118162
360018,22,9120134
631002,1,9117714
420781,1,9116897
419047,1,9102805
161834,36,9118860
923657,1,9117241
127620,36,9118834
2960432,1,
2990158,1,
168800,8,9119207
2845075,47,9119914
2812080,8,9117868
419461,1,9117167
127407,36,9005846
1585268,49,9120249
893341,3,9102977
887934,1,9119355
416010,28,9117403
2937275,1,9102827
1678567,22,9118462
2969139,1,9118090
274859,28,9119404
2018555,28,9117381
485680,1,9116727
279549,28,9008301
2882557,26,9115742
168750,8,9118188
1391815,47,9028827
2988423,22,9117602
610760,1,9116599
329131,3,9119658
2989605,46,9119278
155907,35,9117518
168822,8,9119202
877693,46,9103005
508699,1,9117145
575689,1,9116782
396796,47,9119482
627926,1,9116418
421737,1,9118295
186225,8,9118371
1202505,22,9027449
419206,1,9116481
2828199,1,9117623
579186,1,9116705
1569442,1,9117128
363081,47,9102938
795779,1,9115951
168629,8,9119377
3004430,26,9117053
2996238,22,9115518
642597,1,9118642
227617,31,9118587
419072,1,9115668
452980,1,9118376
973959,1,9102866
466769,1,9116006
656921,1,9116971
168225,8,9115889
958739,1,9120063
168224,8,9115852
168249,8,9120906
419536,1,9118051
999138,1,9117507
191535,8,9119951
198488,8,9119203
700215,1,9116384
3016043,47,9103001
3033737,46,9118173
2781166,1,9119891
2890500,1,9116768
3020981,18,9115679
889259,1,9116707
146170,41,9013660
1841843,40,9118814
858978,1,9117033
851582,1,9116802
506821,1,9118647
279536,28,9118630
2729595,8,9118426
2879988,1,9117075
360304,24,9118508
419245,1,9119074
964780,45,9119930
2897469,1,9115625
670585,1,9116945
3025065,47,9102723
279457,28,9118698
976852,1,9102871
419053,1,9102994
728265,1,9116065
742532,1,9116547
595056,1,9117694
164507,36,9118827
2989623,28,9119661
168886,13,9005987
419183,1,9116825
419328,1,9118409
595011,1,9118312
2725154,1,
419506,1,9118441
1394536,1,9115632
2746769,1,9119130
1261723,1,9117992
279452,28,9118822
1226233,1,9116872
419504,1,9117123
100584,18,9117964
1008753,1,9116630
3005386,1,9119187
419340,1,9118384
973392,1,9115941
3026187,1,9117646
550445,1,9117184
3016740,47,9118641
1056828,8,9118193
283257,5,9120012
883124,1,9116523
3024754,1,9102927
168792,8,9118922
419978,1,9116391
1023658,1,9119242
168691,8,9118375
156297,35,9117500
362515,49,9102928
421707,1,9119489
360155,23,9117391
168053,8,9118156
419046,1,9115520
421655,1,9116442
2828496,1,9102741
727976,1,9119709
420031,1,9119490
360462,26,9119196
760197,1,9116513
419239,1,9116902
363154,47,9118383
419060,1,9102997
100579,18,9115977
675642,1,9116561
657030,1,9116504
2758155,8,9120900
1330043,1,9102832
419027,1,9102849
2862654,8,9119200
3040514,22,
3046917,1,
959889,6,9120016
2996945,1,9119501
3040999,18,9119551
2868101,1,9116390
2970897,1,9116990
1207119,22,9118576
552626,1,9117550
767377,1,9117512
706846,1,9116545
362371,45,9119031
362375,45,9115892
362392,45,9119597
329703,6,9102719
574647,1,9118296
2846232,1,9119507
686846,1,9119692
168805,8,9115845
878745,1,9115919
922217,28,9118178
279282,28,9115849
612097,1,9118079
419632,1,9102797
2726019,26,9115754
537164,1,9119628
420260,1,9102992
419825,1,9102740
2781498,1,9117898
852982,1,9102850
978421,1,9102803
2999306,47,9119843
162510,35,9119266
420551,1,9102995
658067,1,9116519
1042147,1,9116679
1219892,1,9117206
1171360,1,9102838
895630,49,9118099
2865752,8,9117922
3077232,1,
755694,1,9118551
877309,1,9119797
420086,1,9116051
1071509,1,9116100
2835872,1,9119739
875876,1,9119289
419189,1,9119794
1511760,1,9119324
168240,8,9118414
3029407,1,9119035
420533,1,9117579
420535,1,9115688
420538,1,9115571
707612,1,9115978
279494,28,9119642
3082687,1,9118685
419088,1,9115633
864087,1,9102816
1305461,1,9118388
836233,32,9051777
419604,1,9102821
966246,23,9027736
419274,1,9119789
363125,47,9119333
363114,47,9117772
420204,1,9116610
419171,1,9117489
3076969,1,
769239,1,9119361
279416,28,9118627
2981053,1,9117323
328976,3,9017461
420520,1,9116537
923927,22,9118528
127211,35,9119268
419002,1,9116013
419139,1,9116863
100544,18,9117951
279498,28,9102749
198676,8,9119955
359970,22,9118489
2961782,45,9024535
419095,1,9103002
2956505,1,9119705
1276691,45,9102971
419449,1,9116855
894690,47,9118963
3077923,32,9117995
100546,18,9119426
3088014,1,
3063080,26,9116652
419636,1,9103091
978207,1,9115946
363153,47,9119380
2812601,1,9117354
3104630,1,
854605,1,9116614
3084498,1,9120817
3087249,1,
1375013,36,9077792
3104543,30,9015372
2856251,47,9119831
2804345,1,9120950
745529,1,9118465
420226,1,9118507
1185155,34,9120142
419582,1,9120857
3095769,1,9120522
3094789,8,9117262
2755630,1,9120648
3072684,20,9116099
100247,18,9103078
100244,18,9115998
100230,18,9115696
837781,1,9118401
2981758,46,9116908
3111369,28,
386343,47,9118599
706844,1,9116299
360160,23,9102889
2963377,45,9115780
419764,1,9119011
2726618,8,9120835
1067690,1,9120053
127733,38,9118837
127460,36,9118838
420017,1,9115922
128048,43,9118851
420156,1,9119127
862251,1,9117230
965870,1,9102860
2944024,1,9120896
851134,24,9119560
3108936,8,9120709
420547,1,9102828
1093871,1,9118655
120931,18,9118718
2776204,1,9117301
351221,24,9120820
3077552,1,9120869
349689,23,9118944
3050119,1,9116375
127157,35,9117555
127402,36,9029502
127740,38,9000568
127776,39,9117823
278519,31,9022890
279034,28,9017647
279400,28,9120144
329108,3,9007485
419485,1,9119195
420079,1,9116761
420655,1,9117339
421338,1,9017871
421382,1,9018004
421758,1,9006792
421781,1,9017869
421969,1,9006188
421985,1,9018340
422618,1,9025940
422653,1,9103573
419499,1,9117083
838739,1,9116991
420018,1,9117357
846043,18,9005059
419306,1,9116479
864151,1,9117257
902249,28,9118175
629962,1,9118412
917681,46,9118738
930605,1,9017473
874950,1,9116237
483006,1,9120206
385898,47,9118379
526234,1,9117616
870150,47,9119123
958827,1,9117829
127840,40,9018595
158414,35,9120092
100423,18,9117998
436490,1,9117353
496684,1,9116611
278508,31,9120163
978084,47,9120225
661662,1,9116940
420128,1,9117073
829219,1,9117273
950310,46,9118727
687170,1,9117860
753809,1,9116822
699547,1,9116947
413188,36,9001525
419122,1,9116668
419298,1,9119157
419322,1,9118558
1023388,47,9102720
168837,11,9119477
420032,1,9116929
772671,1,9117611
419179,1,9119276
360153,23,9118138
903921,1,9115963
1036271,47,9117415
526256,1,9115939
421885,1,9116483
279483,28,9007371
991415,28,9117422
279429,28,9118887
279180,28,9016668
279465,28,9017561
100533,18,9119423
279313,28,9014163
639797,1,9116037
918580,36,9018808
419829,1,9118225
1054582,18,9010227
421912,1,9102823
981464,28,9072543
419845,1,9029607
418772,1,9116412
1014429,1,9116568
168804,8,9119839
376528,45,9119832
681565,1,9116911
980881,6,9115731
862935,26,9029260
257609,30,9120168
1171047,37,9015053
278426,33,9115621
990230,1,9116691
168778,8,9118432
1182272,28,9117457
927899,28,9119652
837884,1,9117058
976771,1,9115910
1180309,8,9119113
1053441,1,9119617
445088,1,9116443
981764,1,9119635
970317,1,9116404
1224321,11,9119391
523156,1,9117787
420215,1,9119273
168793,8,9118185
204663,8,9010705
168642,8,9118397
587613,1,9116011
167958,10,9007389
168066,8,9117870
168885,13,9119396
177218,11,9025564
421608,1,9118065
422160,1,9118254
817851,1,9012743
602681,1,9118636
1053848,1,9117592
419702,1,9117236
1007314,1,9120043
420925,1,9115572
419252,1,9118559
1300288,1,9116665
243689,28,9120175
418278,1,9116548
1167860,1,9115964
329473,2,9119989
1047810,1,9120181
458406,1,9117840
925023,1,9102704
1377926,1,9119086
420280,1,9102765
191482,8,9119336
1352320,1,9117001
1053503,1,9117815
1415333,35,9118163
100133,19,9119928
621142,1,9116821
363151,47,9118378
2474691,1,9116529
162497,35,9029195
1471549,1,9118088
698956,1,9116399
360424,26,9102703
421733,1,9117016
2733014,8,9118365
429213,1,9117208
362386,45,9115546
278418,33,9115806
418421,1,9117126
927605,1,9118094
591246,1,9116865
361585,46,9115894
152764,35,9117558
279415,28,9118585
279453,28,9116840
1526750,28,9118634
329878,4,9009269
2752239,24,9018638
947512,37,9028908
362377,45,9115544
361586,46,9118070
329460,2,9115717
2757049,47,9029707
756905,1,9117801
420276,1,9117637
630987,1,9116701
419063,1,9119712
362389,45,9119833
127231,35,9117961
168226,8,9103084
768916,1,9118618
826801,8,9118219
419383,1,9116735
127166,35,9102774
461184,1,9117335
941447,1,9117315
420166,1,9120562
862889,1,9017565
2713456,1,9116875
127855,40,9118789
421611,1,9118057
420162,1,9118114
360422,26,9103025
1381765,1,9116030
278939,28,9117408
2798946,1,9115929
763160,1,9120041
419907,1,9119594
1011646,1,9116046
421541,1,9117318
179432,12,9015466
419986,1,9115933
715566,1,9116762
889339,1,9118439
821686,28,9119748
968575,1,9115583
224173,28,9007673
2790549,1,9117267
1057758,21,9016425
421823,1,9117194
360144,23,9118924
420258,1,9117379
685744,1,9116952
2824278,1,
2738804,1,9117711
127431,36,9115690
1309380,1,9117848
640519,1,9115926
168699,8,9118217
819471,1,9102870
937372,1,9116996
2851565,1,
168795,8,9119147
741165,1,9116066
751009,1,9028811
2856022,1,9117213
755031,1,9117502
814882,1,9117802
552994,1,9117290
2865154,1,
549797,1,9116007
168769,8,9119358
843967,8,9119325
2757964,23,9119128
363111,47,9118139
363012,47,9119159
1377107,1,9116755
100592,18,9118334
100521,18,9119222
140530,42,9120103
2880611,1,9116669
127355,35,9102753
168802,8,9119141
100556,18,9118714
421575,1,9118423
127869,40,9118817
2835830,8,9118187
847190,1,9115981
326677,3,9118964
1214777,1,9116618
419275,1,9118395
419400,1,9116656
1040107,1,9115971
244725,28,9120077
612192,1,9118040
100006,21,9092277
1344471,1,9118203
2036374,1,9117520
168256,8,9115618
388437,47,9029322
2904591,47,9119599
736435,1,9118231
2906172,45,9049246
421779,1,9117799
2764850,1,9017808
121116,18,9015072
877567,18,9118751
685834,1,9116889
1460538,11,9119543
337056,22,9120127
2832997,47,9120246
851217,1,9118277
1460380,24,9090847
629968,1,9117154
982082,1,9118708
421505,1,9117591
1063879,35,9102724
828429,28,9119437
243756,28,9117402
2815053,42,9117832
328852,6,9006967
1377485,36,9118801
127478,36,9118836
1008948,1,9117970
329676,6,9102722
2848531,1,9116444
171358,11,9119533
2940318,23,9119807
2773860,1,9117277
465797,1,9120942
602195,1,9116033
1344475,1,9018277
1047475,39,9118879
907707,8,9115853
981999,22,9118668
2876311,18,9119919
897026,1,9118314
1044432,21,9119581
419029,1,9102979
329678,6,9103043
464234,1,9117501
463477,1,9117672
279260,28,9120180
414766,45,9119879
685647,1,
329017,49,9120193
423250,1,9102894
329675,6,9103099
895205,1,9116434
910966,1,9116550
998180,46,9102735
1018996,40,9029328
168232,8,9115604
986739,1,9116574
1048894,1,9116079
211330,8,9117918
2976753,1,9119175
401635,47,9120236
541356,1,9116517
168474,8,9118446
419739,1,9116644
421579,1,9117197
2903988,1,9117890
2928927,1,9118638
2912178,47,9119659
419201,1,9117380
419331,1,9102880
165540,35,9120113
712462,1,9117618
2738853,1,9117754
671827,1,9118984
329771,5,9118905
1006850,20,9014252
168473,8,9118933
190518,8,9118421
2785118,40,9001608
2955481,46,9117936
941767,36,9118857
1189295,47,9117442
421573,1,9118053
1011680,1,9117929
400993,47,9120219
419495,1,9102873
279357,28,9119407
2990940,39,9018099
695099,1,9119698
594251,1,9117281
419860,1,9119178
2962771,6,9120011
329542,6,9029633
2983287,1,
419031,1,9102820
2452489,37,9119226
419432,1,9102884
704869,1,9116589
2987604,1,
127863,40,9029332
919014,1,9118044
2800917,1,9116528
419120,1,9119731
1262651,1,9119782
614237,1,9119636
420220,1,9119290
2815565,8,9119332
2798448,35,9117822
2781479,6,9018163
2759166,1,9118221
1431772,18,9119920
2747862,1,9117655
420194,1,9102920
3000086,1,
3000555,35,9115689
880102,1,9118041
3001125,1,9117059
2921214,1,9119319
2987885,46,9118742
446873,1,9115906
2845674,47,9017913
715657,1,9118605
728963,1,9116726
2881518,1,9116972
421595,1,9116540
926291,1,9027795
869270,19,9103056
127154,35,9117564
168610,8,9118393
829371,1,9116533
2873266,1,9116660
420184,1,9117270
669589,1,9118594
160163,35,9120105
360157,23,9118899
1094278,8,9115614
261605,28,9013921
232375,28,9120082
605498,1,9115904
2905440,1,9117516
421610,1,9018553
3023061,26,9115708
681511,1,9116960
420993,1,9118232
420216,1,9117175
419646,1,9116956
945062,1,9116634
3029213,1,9119073
957167,8,9116082
168060,8,9102943
360296,24,9118471
2985335,1,
712267,1,9116750
363163,47,9118150
108064,18,9119924
3029412,1,9118008
1140390,1,9119076
418290,1,9118513
3017565,1,
1338344,26,9115745
420603,1,9115567
2745613,45,9118274
168779,8,9117917
669808,1,9116907
431846,1,9116414
914751,1,9117741
612002,1,9116403
419087,1,9102802
418111,1,9116474
100587,18,9118731
2941998,1,9118425
1227442,23,9119757
168571,8,9118398
982767,26,9102957
605536,1,9116666
2933516,1,9119514
848621,1,9117140
214566,28,9120177
792067,1,9118116
480257,1,9117796
891361,1,9116627
544040,1,9118142
2946796,22,9117443
935202,1,9116044
420902,1,9118544
421670,1,9118496
826780,8,9118172
463802,1,9120495
928457,1,9102826
419059,1,9103058
167912,11,9116862
314415,6,9120000
705554,1,9119502
483676,1,9116093
657509,1,9116640
2765809,8,9115531
419565,1,9119232
2774460,1,9117113
168189,8,9119110
866335,11,9119479
171209,11,9119459
896491,41,9118819
1064237,1,9117580
754289,1,9116409
483875,1,9117169
2895947,1,9115671
507261,1,9117313
2712930,1,9116848
3030080,7,9007251
685347,1,9117351
100050,20,9012679
878740,28,9103048
421427,1,9119234
419353,1,9117042
594905,1,9117099
100476,18,9117891
920391,1,9102785
361589,46,9118582
1495541,45,9115789
279537,28,9117461
329126,3,9120278
100137,19,9103090
419210,1,9117038
2771033,1,9102799
2768119,47,9119129
2961715,1,9118009
1384945,1,9116395
260546,28,9118623
420177,1,9117842
771524,1,9118033
927060,1,9116824
867649,1,9117279
693492,1,9117090
441715,1,9115956
962702,8,9118202
3066669,45,9117003
128051,43,9118856
423352,1,6000004
420531,1,9117011
1492412,45,9120947
418792,1,9119781
175706,16,9119392
2450881,46,9119655
2878894,45,9118338
3073263,22,9118016
418798,1,9117540
3003165,1,9117688
329459,2,9115719
872866,45,9118337
419789,1,9117681
224583,28,9118743
419487,1,9117095
419486,1,9115693
2853252,45,9118244
3064587,19,9119451
2973989,1,9119723
3080810,1,9118049
421400,1,9117805
849165,1,9115952
3078915,1,9117581
1113594,1,9116869
419089,1,9115685
3044911,1,
533907,1,9117756
846125,1,9118970
2959861,1,9118486
2977657,1,9119487
2966564,46,9119855
854451,29,9118824
2773513,1,9118602
814951,1,9115938
419062,1,9102809
419068,1,9116085
113002,18,9116838
419061,1,9119798
419937,1,9118092
2197750,42,9119856
3032649,1,9116659
2723532,28,9119402
279245,28,9117455
100241,18,9115918
1067241,18,9119610
3098796,22,9118351
291909,4,9120895
421694,1,9118522
647808,1,9116795
1390796,1,9115949
1038822,22,9119125
419706,1,9117009
419476,1,9116900
3044922,4,9018039
3032650,1,9120494
362430,45,9118276
631028,1,9117153
3104667,1,9117493
100240,18,9115694
100042,20,9102855
100242,18,9115603
100022,21,9115649
419763,1,9117040
1310676,1,9084273
127641,37,9117497
3091087,1,9118437
3003335,1,9116296
2806292,1,9120856
2793536,1,9102986
420132,1,9116790
419686,1,9116476
3096805,1,
959423,47,9117395
1397945,8,9120834
127738,38,9118797
329533,6,9028420
768938,1,9118578
780033,1,9116973
993738,1,9117013
868883,1,9120864
1469529,1,9117939
144939,40,9118855
420549,1,9102804
420543,1,9118238
420536,1,9115930
329306,2,9115716
1011363,47,9118998
3080957,18,9118233
513519,1,9116008
