Servicio,Distrito,Medidor
3006399,1,9102848
461308,1,9115915
818494,1,9119537
709505,1,9119618
930865,1,9115911
419125,1,9119299
2776597,24,9119559
2873251,1,9118912
683538,1,9116453
891162,1,9116639
3046758,22,
917237,1,9116931
728430,1,9116773
363106,47,9117397
700397,1,9117133
1305225,1,9117340
362401,45,9117304
419205,1,9119248
1171065,1,9119252
1077255,8,9102915
421387,1,9118389
2742904,1,9116861
952023,8,9118157
1177258,37,9119223
742846,1,9119343
419568,1,9115753
3016922,1,9118524
3048572,47,9118450
361594,46,9119094
2670614,1,9118592
1422277,28,9118748
224642,28,9117410
329803,5,9119968
723209,1,9119080
3056622,23,9119719
419727,1,9117157
2847757,47,9117719
1558742,1,9117571
421619,1,9115505
3059908,28,9118023
728352,1,9116374
761361,1,9119795
419064,1,9117026
830899,1,9119707
168604,8,9119190
2764121,1,9118402
420541,1,9102731
864643,47,9118416
168797,8,9116002
3077755,1,9118345
3083530,7,9117613
642608,1,9117634
3070806,18,9119467
1040139,1,9116494
2979214,8,9118200
419071,1,9103082
419586,1,9119513
1495993,46,9119091
362428,45,9102757
3040917,1,9119693
419280,1,9117057
2908355,30,9118632
198747,8,9118447
278511,31,9117419
418998,1,9102924
2798068,8,9119952
3080634,46,9117292
1008943,1,9118502
419156,1,9118567
279294,28,9120141
844048,1,9102948
899231,1,9117943
2906296,1,
100250,18,9103088
959198,1,9102775
423253,1,9119371
274882,28,9118781
1037455,46,9119263
2851425,1,9102914
419037,1,6000013
577347,1,9118603
2879997,1,9117375
860123,18,9102887
750664,1,9120211
973913,1,9115635
3060469,35,9120686
3087865,8,9026369
2929263,1,9117141
3101327,49,9118241
420948,1,9118560
1369067,1,9120587
2803875,28,9117547
1162773,45,9120756
2874249,1,9116714
419048,1,6000006
959969,1,9120831
3015770,1,9119236
3106984,1,
2753989,1,9102844
340195,22,9102857
100575,18,9119529
419809,1,9103016
3108209,22,
3090131,1,9116600
100131,19,9115912
631100,1,9117572
420037,1,9116764
866256,46,9119874
2811300,18,9118711
2873230,1,9119718
100245,18,9116072
971809,18,9102875
100221,18,9115630
100243,18,9102891
100235,18,9102888
100020,21,9115650
360421,21,9115639
100228,18,9115624
2689349,28,9120079
874261,24,9118518
106654,18,9118307
2790500,1,9118032
3110751,26,
2805265,1,9118015
3112092,46,
918967,1,9116298
579916,1,9116596
2668932,1,9117975
261610,28,9119384
1558990,47,9118381
659277,1,9116667
419065,1,9115902
3093604,1,
3078693,23,9119735
309648,3,9018414
419005,1,9103085
363131,47,9117441
2852239,1,9115609
882097,45,9102788
656962,1,9117078
419497,1,9116603
420110,1,9118730
3112078,1,
127627,37,9018936
127633,37,9018184
127963,41,9007376
168993,17,9119412
278906,28,9117812
329470,2,9029448
362177,45,9002610
363133,47,9006082
419733,1,9117111
420905,1,9115569
421555,1,9007031
421577,1,9116617
421578,1,9116942
421583,1,9118293
421989,1,9117773
100491,18,9117904
168565,8,9119327
363122,47,9117431
838818,28,9118625
843607,18,9028971
598241,1,9116786
421428,1,9117144
419691,1,9116024
199653,8,9118362
886423,28,9117808
892276,1,9116941
279484,28,9116837
461235,1,9117729
903685,23,9118849
360303,24,9118207
930839,1,9002753
934269,1,9116040
419877,1,9117377
943345,23,9118847
127839,40,9018075
127340,35,9120096
837928,18,9117913
870106,28,9117472
958740,1,9116650
958743,1,9117505
680423,1,9117031
964708,1,9120509
942947,1,9117843
783922,1,9117035
958814,1,9116020
504635,1,9116415
920203,1,9120054
643257,1,9120050
362353,45,9119238
849963,29,9118591
976917,31,9117417
989725,1,9119483
128080,43,9118853
416554,8,9022058
1007538,1,9117752
956717,1,9116064
127424,36,9072141
944177,1,9120034
866231,2,9119976
1022133,47,9029648
796897,1,9115901
1027462,47,9102754
127649,37,9000629
1030064,40,9004991
362409,45,9119254
523136,1,9119323
360150,23,9118666
1003563,8,9118932
168258,8,9115870
278643,29,9119747
882963,45,9115762
419249,1,9118140
420297,1,9119285
418246,1,9117274
330238,36,9118866
147025,44,9119225
419372,1,9116955
827559,29,9118755
1076666,28,9120173
331656,22,9120209
224426,28,9120148
795966,1,9118073
362993,47,9102831
1007840,18,9119611
694553,1,9115916
419445,1,9117684
1200632,1,9117778
885991,1,9119030
419418,1,9116957
419211,1,9117317
418289,1,9118531
127164,35,9115683
647585,1,9117064
421024,1,9118205
419430,1,9116741
360075,22,9119779
1278804,40,9028931
168063,8,9119133
504447,1,9027100
762536,1,9117722
829846,3,9075284
420029,1,9116775
912463,8,9102949
961568,42,9022655
419911,1,9116934
133506,38,9017615
279020,28,9117460
254982,28,9007409
278501,31,9115867
420157,1,9116891
1058130,1,9116814
127610,36,9029139
420185,1,9116629
418258,1,9120066
329022,49,9097361
819474,1,9115661
359928,22,9119556
330239,36,9118812
468055,1,9117738
362354,45,9118340
421576,1,9118326
362104,46,9102878
1150199,47,9028092
163899,36,9118832
418781,1,9116023
1436687,1,9118869
656445,1,9119116
1206778,8,9115842
2147818,6,9021793
666860,1,9115969
728962,1,9116728
362382,45,9102701
386542,47,9119761
419300,1,9120052
362991,47,9103007
2723507,28,9119469
419277,1,9119303
420672,1,9118034
949501,1,9118430
883912,1,9116451
752709,1,9120061
511366,1,9117378
329222,2,9118935
555914,1,9102859
215347,28,9119446
2671478,1,9116999
552964,1,9117131
420298,1,9118286
419057,1,9102988
100152,18,9115932
653779,1,9117654
317301,2,9115579
576887,1,9117568
419664,1,9116776
934608,1,9017667
2713455,1,9116912
2787861,28,9900111
168259,8,9115524
421512,1,9116543
418382,1,9118056
127795,39,9118877
420248,1,9116928
360028,22,9006898
348733,23,9118845
449410,1,
362385,45,9115552
724984,1,9119089
918624,1,6000009
499692,1,9115920
887224,1,9118224
421824,1,9117103
421820,1,9116492
997521,47,9120024
329928,36,9118861
419110,1,9116904
1200391,5,9119964
1465062,1,9116041
100899,18,9119463
858882,1,9116556
2801545,1,9102789
937315,1,9118113
1343345,1,9116510
1003419,17,9119387
500596,1,9115917
100634,18,9117953
2836779,1,9072171
367118,46,9118588
112078,18,9028994
419258,1,9005298
168625,8,9119940
1396865,8,9117909
329465,2,9118996
329389,2,9115715
278622,29,9115855
2732270,45,9118278
100590,18,9118707
418303,1,9117302
361162,11,9119411
168244,8,9115692
753968,1,9120055
420120,1,9117143
578583,1,9117124
2872020,1,9116719
419992,1,9117506
360420,26,9102771
419320,1,9118514
2875429,1,9116616
2875957,2,9118975
168704,8,9118218
895015,18,9016225
2880436,1,
127354,35,9102717
127358,35,9102729
406221,47,9117445
421821,1,9117255
421337,1,9118206
127227,35,9119286
309473,3,9119975
2889154,1,
278422,33,9115794
278419,33,9119803
823203,1,9116579
278421,33,9117471
730750,1,9118052
503397,1,9116632
359927,22,
390515,47,9119900
1034618,28,9119836
279377,28,9119406
2895402,1,9117902
246460,28,9117400
2792390,1,9119088
100549,18,9118710
2902032,1,
279300,28,9117421
728965,1,9117818
827893,22,9103033
463800,1,
419681,1,9102923
279520,28,9115868
939401,1,9117656
852138,1,
843632,4,9118909
2800966,1,9117900
611918,1,9118669
855048,45,
2931255,1,9118354
2932219,1,
886636,28,9119398
278625,32,9115528
1377931,8,9118419
363006,47,9118943
363147,47,9119365
2843589,1,9117938
2825154,1,9116851
2942493,1,9117084
2363284,28,9118695
419637,1,9102751
849728,24,9119506
279150,28,9115588
2955708,1,9018263
2848674,36,9118786
2786957,23,9103004
280756,36,9119823
1547262,45,9119253
418871,1,9116010
168789,8,9119112
2964486,1,9117328
191850,8,9119357
951596,1,9102800
707066,1,9116683
2781948,1,
2827688,1,9116686
109399,19,9119541
329549,6,9120020
2718764,37,9117531
935932,1,9117508
419082,1,9115542
138272,37,9019729
1040328,1,9116455
2734813,1,9120938
420191,1,9116690
419396,1,9116737
2967927,26,9103035
344470,23,9118954
419742,1,9116449
168245,8,9115592
1184049,26,9115752
420261,1,9118109
2975676,1,9117608
103222,18,9118778
695217,1,9115995
732083,1,9116712
2778039,1,9118427
279152,28,9115619
1235058,47,9120187
419537,1,9118012
1299414,47,9120204
1355866,1,9118289
820343,1,9117234
419852,1,9118498
2838758,8,9117894
751601,1,9117293
461060,1,9118497
2882843,1,9116674
729584,1,9118665
360427,26,9103065
1293111,1,9117607
389909,47,9119902
168052,8,9115563
419180,1,9116578
419070,1,9102833
930151,1,9018198
876951,1,9117263
172518,12,9119431
2723502,1,9116770
2880138,1,9117885
3006128,1,
200279,8,9119957
127779,39,9118790
419736,1,9119762
2992457,3,9120271
1510222,25,9102973
635271,1,9117246
957837,18,9118762
1343515,1,9116858
421414,1,9117028
952871,40,9118791
2742056,1,9116722
1127683,1,9116695
897441,8,9115898
939259,46,9002039
360123,22,9120195
363137,47,9013364
127197,35,9120112
861937,31,9103024
420151,1,9117814
420002,1,9116780
127792,39,9118799
2770090,18,9117807
989285,1,9115928
168889,13,9119393
1214729,11,9119584
728422,1,9116720
419889,1,9116396
1062960,1,9116495
3032233,1,9116706
2730449,35,9119288
363048,47,9119172
683988,1,9117085
600334,1,9116015
843002,1,9102770
772030,1,9118593
1494825,1,9118606
419281,1,9118688
3031997,1,9117101
388203,47,9118152
845474,28,9115665
419570,1,9119313
419347,1,9118520
2711697,1,9118683
860263,28,9102756
2778300,28,9103012
419438,1,9116769
1299773,1,9119367
1215460,8,9119965
779677,1,9117082
1413551,47,9102937
954233,28,9117386
2847355,8,9119120
3029408,1,9119075
100219,18,9103077
508988,1,9116022
362395,45,9115557
419560,1,9119255
975550,45,9119193
1030749,39,9118179
2940647,47,9118945
758645,1,9119518
1450141,1,9102847
2940419,45,9004924
753696,1,9118488
419572,1,9116978
982915,1,9103019
2985583,1,9117019
361599,46,9102882
1033095,1,9117432
3019665,22,9119657
950936,8,9118191
714286,1,9116935
942586,28,9117383
419460,1,9116682
2731494,1,9117217
419307,1,9117392
949201,18,9119251
855979,23,9118896
961948,1,9116076
127359,35,9102759
885649,8,9119360
3006830,23,9117389
2951518,49,9115960
951589,23,9118983
873840,47,9118972
755048,1,9117523
1112561,8,9119686
282676,5,9119971
872844,47,9118942
420227,1,9116073
2942474,1,9117170
899402,1,9102773
1011123,18,9118775
1214689,22,9119625
3037765,1,
1017858,8,9115907
2723687,1,9120036
862053,1,9119180
2833661,1,7748678
127870,40,9120108
419004,1,9102846
1050055,8,9118930
2732184,28,9118780
941996,1,9119058
279316,28,9117484
279464,28,9118783
1403163,28,9118301
1568529,1,9119055
2810501,28,9120076
1049656,1,9117585
362370,45,9115836
362373,45,9115864
362379,45,9115606
362387,45,9115808
2882570,26,9115757
539228,1,9116885
161267,36,9118785
2983460,1,9118478
1307918,24,9118534
906656,16,9116638
115147,18,9119917
279519,28,9119471
993983,1,9116864
3040413,1,
2730009,1,9117686
419442,1,9119493
419718,1,9117327
420931,1,9116898
3061110,36,9023156
885339,1,9116944
1374603,1,9117827
2763204,29,9117996
1168549,1,9118240
2838038,46,9119857
387070,47,9117203
3080618,23,9119771
100017,21,9115631
100225,18,9115669
421604,1,9117746
217670,28,9119434
896653,8,9118919
419014,1,9102942
198572,8,9119353
884087,1,9119247
1054078,1,9115989
362343,45,9118263
100138,19,9118769
363139,47,9119557
3003808,1,9117641
420529,1,9117590
420545,1,9119624
414236,45,6000010
856346,1,9116980
1037848,28,9072554
419607,1,9119481
2774286,28,9103011
168658,8,9119213
279489,28,9118758
278550,30,9007997
817685,1,9120829
420510,1,9115947
420525,1,9119368
420506,1,9116503
1071283,9,9119949
127226,35,9117957
833950,8,9118418
329456,2,9117193
127854,40,9118792
2931911,1,9116001
418277,1,9117677
363157,47,9119895
2845309,1,9119122
3087254,28,9118626
3082678,1,
419817,1,9117081
755266,1,9118480
419034,1,9102708
2847423,47,9119841
421506,1,9006793
279422,28,9120766
363167,47,9117452
985334,47,9119656
831600,1,9116059
765707,1,9119695
747912,1,9116678
562492,1,9116976
3065364,47,9117252
419033,1,9102959
2772022,47,9118645
419333,1,9118500
654002,1,9118574
100186,18,9117881
419394,1,9102806
2823068,1,9117146
728426,1,9120647
127732,38,9118839
2843167,23,
824738,1,9116571
523140,1,9119694
3080841,8,9119544
732864,1,90003625
741298,1,9120945
863262,1,9115575
168737,8,9118169
1573358,47,9120222
3029743,1,9116924
2846333,46,9116432
100044,20,9102876
100237,18,9115695
100223,18,9115585
2903167,1,9116527
127957,41,9115666
1177097,1,9102990
420163,1,9119603
499468,1,9120623
2760212,1,9116914
766921,1,9115948
829295,41,9001486
434441,1,9120560
2964666,9,9117060
2745657,1,9116918
127964,41,9118802
418405,1,9117627
1211562,2,9115734
764227,1,9121053
1027533,47,9116028
2992368,1,9096621
3084305,1,9116380
693959,1,9084996
100218,18,9014741
127634,37,9018504
127961,41,9005249
278514,31,9007803
279394,28,9117463
279398,28,9118164
279399,28,9117439
279402,28,9117437
279403,28,9118209
329141,3,9024880
418995,1,9090457
418996,1,9021592
419780,1,9116664
419819,1,9116958
420094,1,9116784
420096,1,9117134
420656,1,9116713
421517,1,9017524
421772,1,9017872
421924,1,9011822
421936,1,9006318
422908,1,9017831
420570,1,9116047
832845,28,9117473
843123,18,9028970
845524,18,9008027
127165,35,9117556
100207,18,9119571
418386,1,9117080
449536,1,9117258
377784,46,9116464
329923,36,9023159
240985,28,9119418
935322,1,9118505
362344,45,9118004
894826,47,9102718
859288,1,9116522
168251,8,9115534
645305,1,9117648
645166,1,9119274
643125,1,9117679
645907,1,9117010
418811,1,9117972
511415,1,9117899
461183,1,9117659
499267,1,9119892
360293,24,9119562
419241,1,9117594
949029,1,9117645
469441,1,9117224
127782,39,9029198
746354,1,9119907
756123,1,9119885
993405,30,9023428
420565,1,9102974
626008,1,9117316
881330,1,9115985
866178,1,9116631
728676,1,9117352
419424,1,9117062
968230,26,9115768
336785,22,9120133
951958,23,9119767
363094,47,9118087
750670,1,9117295
279428,28,9118803
127432,36,9118864
279148,28,9008736
279333,28,9117424
127180,35,9117573
725749,1,9116815
127642,37,9018941
419128,1,9116515
554007,1,9118515
890262,46,9118332
279495,28,9108961
419150,1,9116896
329150,3,9004107
363172,47,9119171
363032,47,9118198
925174,1,9116027
1070514,8,9119329
418432,1,9116826
329310,2,9118995
419103,1,9116882
421666,1,9117771
419058,1,9116045
420997,1,9119126
959327,1,9116463
903169,1,9120067
362404,45,9118259
725395,1,9116090
127435,36,9027855
1220716,1,9115506
127622,37,9118830
946690,8,9007447
362330,45,9119258
1193228,8,9119942
1272547,1,9117177
1011381,1,9116021
192359,8,9014799
933661,45,9118264
387863,47,9119677
168919,15,9119428
360323,24,9018165
419509,1,9018966
419862,1,9008119
421507,1,9117707
421607,1,9118064
421770,1,9009636
421776,1,9117792
541683,1,9117782
976569,2,9119780
1018564,1,9017474
127653,37,9008133
1059808,1,9115942
100501,18,9118717
419278,1,9117567
879498,3,9119619
419964,1,9117311
1457587,46,9117991
1457619,8,9115880
362384,45,9115511
191089,8,9118359
362023,46,9103036
1064509,1,9103071
278630,29,9102746
419195,1,9117024
1353973,1,9117329
419343,1,9118476
278500,31,9117418
1340027,1,9117730
1553321,8,5801750
419895,1,9116817
278621,29,9120544
245889,28,9118808
329329,2,9117897
587822,1,9116509
1299942,28,6000007
419775,1,9117371
127218,35,9029021
245822,28,9119670
279204,28,9118888
362025,46,9118753
419279,1,9118527
418412,1,9119632
2077749,8,9119690
100213,18,9118776
127455,36,9007400
397882,47,9028080
329481,2,9120017
419305,1,9103045
844770,1,9118294
129883,40,9005928
2740218,47,9118151
330345,36,9118813
851995,17,9103074
420481,1,9118074
329021,49,17832823
2745255,28,9120151
1752768,1,9117761
419456,1,9102761
2749802,3,9025020
2735769,2,9118940
728912,1,9116932
756073,1,9117509
419282,1,9118266
836674,1,9116694
2763128,45,9118586
463994,1,9116424
419714,1,9117160
526130,1,9119338
905215,1,9117216
2670998,1,9116788
551805,1,9119305
144441,40,9118793
127850,40,9118795
2713149,1,9116406
419408,1,9116457
419163,1,9119249
2734039,1,9118038
549827,1,9116619
420251,1,9117017
420273,1,9116417
342635,22,9118672
2797394,1,
1070448,24,9120129
606194,1,9117844
418254,1,9117974
575176,1,9117569
2811489,28,9117954
2814073,30,9014682
580175,1,9117676
2816255,33,9115819
715689,1,9116450
1266290,1,9117370
419374,1,9116473
2819355,1,
127148,35,9117562
421822,1,9116636
419178,1,9117542
918665,1,9102811
420916,1,9116856
279448,28,9119473
2824625,1,9117713
420095,1,9116723
100188,18,9118304
521696,1,9119778
419757,1,9115994
362155,45,9115788
127360,35,9102702
1260907,46,9115786
856083,8,9118199
2842927,1,9117861
463797,1,9116819
168630,8,9119373
168692,8,9119214
2848246,1,9116812
418261,1,9118067
362341,45,9119260
329312,2,9115739
659520,1,9117644
316752,6,9120006
1073939,1,9116893
891226,28,9011600
543605,1,9117744
421441,1,9116984
100572,18,9103064
1075427,1,9115945
168246,8,9115537
420073,1,9116927
420598,1,9116964
285382,6,9120010
733285,1,9117511
519536,1,9116772
329429,2,9118997
363161,47,9102786
1328437,1,9119870
421423,1,9116760
2770864,1,9118222
127357,35,9102707
1194308,1,9116542
100246,18,9103092
1112404,1,9115983
359926,22,9102744
907602,35,9120114
278423,33,9115840
767533,1,9117901
361533,46,9119936
2845519,1,9097908
421448,1,9116598
279392,28,9118211
279517,28,9117425
2839821,1,9116427
1352445,1,9118424
2900647,28,9118825
2901106,47,9119166
2794170,25,9006929
420674,1,9118643
2905423,28,9117453
959382,1,9118346
963187,18,9119464
419276,1,9117768
1398143,47,9117742
419391,1,9117195
1238293,1,9118275
774115,1,9118504
420036,1,9117130
2914441,1,9118127
418433,1,9116602
2915680,1,9102989
2890659,1,9117717
1041405,46,9119834
503399,1,
836606,18,9119918
419555,1,9116926
754283,1,9116810
403061,47,9120244
2806197,1,9116567
928333,18,9119925
1226484,1,9120057
2905137,28,9120174
2682982,1,9117766
2753250,28,9117986
439071,1,9117701
2781466,6,9017605
329677,6,9103054
393323,47,9120214
1355758,1,
2940093,1,9118604
418321,1,9117539
279474,28,9072556
2804978,13,9119394
419467,1,9117121
930540,1,9102736
127193,35,9120101
127463,36,9118859
2903034,8,9102964
713365,1,9116068
329679,6,9102714
2814116,35,9120088
100513,18,9119217
419161,1,9118235
712743,1,9117299
982768,22,9115648
2952521,1,9116867
1005048,46,9117178
350498,23,9012941
1042953,1,9116400
2776455,1,9120199
360297,24,9119509
419124,1,9117007
419747,1,9116966
2890882,1,
675898,1,9117077
147205,35,9120098
278957,28,9115782
421447,1,9119301
822416,1,9118512
319781,49,9119155
127778,39,9008129
534371,1,9115987
2967174,1,9116997
876370,1,9117334
309578,3,9115725
168248,8,9115560
127865,40,9029140
127356,35,9018382
1015224,18,9119524
753860,1,9118986
420557,1,9119032
2673546,22,9120226
124225,20,9118772
2882040,28,9118826
2881604,28,9119472
1296862,8,9119119
168627,8,9119359
1037818,1,9119356
420489,1,9103029
931246,18,9117906
100093,19,9103063
982947,47,9028439
1021615,8,9118369
168803,8,9118189
420149,1,9117288
2756001,36,9117854
2864637,1,
421433,1,9117361
2923686,24,9118510
2858804,1,9117529
643588,1,9118110
965246,1,9116575
854727,46,9118330
2993826,47,9119182
3000547,35,9102752
949605,1,9116063
1440411,1,9116974
757898,1,9116677
397096,47,9119162
2888253,1,
2840032,8,9119140
127447,36,9021900
127420,36,9119827
1092449,36,9029467
2989643,23,9118957
3000561,35,9102706
1330045,1,9116436
100474,18,9118732
281251,36,9000799
1218172,46,9118261
419134,1,9116647
889535,1,9117588
745183,1,9119903
847672,26,9115750
958745,1,9116518
934624,45,9099609
1327389,1,9117538
421600,1,9116608
168815,8,9119572
168657,8,9119953
420161,1,9117251
2818979,1,9102991
886417,1,9118385
727899,1,9116413
3028774,6,9018024
3015890,1,9118509
2901105,1,9119102
1193467,28,9119638
269640,28,9117406
420078,1,9118675
2981511,1,9116083
420150,1,9117231
421452,1,9117393
361601,46,9115763
978001,1,9117149
278463,32,9115858
562727,1,9119293
1037692,1,9119768
584128,1,9119517
1020284,44,9119224
152801,35,9119824
3021865,1,9119199
215601,28,9120084
279436,28,9102732
419994,1,9115653
1437055,47,9118025
168478,8,9119212
419292,1,9118452
419712,1,9116998
419435,1,9117543
419847,1,9116730
696269,1,9116883
279475,28,9119679
279447,28,9119381
104906,19,9119575
3030020,26,
872832,18,9116087
3019640,1,9119056
360413,26,9115723
3025046,1,9118914
419105,1,9116951
362394,45,9115521
419420,1,9116058
2963965,11,9102908
3025688,4,9017883
127862,40,9007764
969581,8,9119837
924081,1,9118561
279542,28,9118779
823597,1,9117314
685661,1,9116709
792427,1,9117039
823639,1,9102825
279256,28,9119383
1056822,1,9116818
2998442,1,9118098
1017686,28,9103010
168782,8,9102961
1031408,1,9116398
2763808,1,9119098
897782,1,9117215
867409,11,9014619
199641,8,9118413
418281,1,9118529
127965,41,9118815
2749254,1,9118596
279443,28,9120545
357599,25,9119176
100585,18,9118715
696283,1,9119614
848705,1,9118543
1075806,1,9115996
168217,8,9115973
2760180,1,9117628
715658,1,9116988
839126,1,9119775
3059966,45,9116936
2974279,46,9118027
1387707,1,9102814
573337,1,9119027
914321,1,9102865
771236,1,9117583
420263,1,9116853
2769222,1,9102842
925225,1,9119177
419629,1,9115678
279492,28,9117469
386946,47,9120188
575236,1,9116744
329480,2,9115735
1355679,23,9119867
2865145,28,9102896
743113,1,9116628
1503800,11,9119576
167991,9,9119583
967103,1,9116949
1328742,24,9102999
3046757,22,
3046759,22,
1200292,1,9116774
3041042,2,9017717
889325,1,9119297
127369,35,9119287
419921,1,9102881
417963,28,9119443
419598,1,9102817
1075530,1,9117331
420618,1,9119341
421499,1,9119366
2787632,2,9119962
362391,45,9119850
361587,46,9115871
388298,47,9117692
892563,18,9119218
2792734,1,9117171
1350111,1,9102764
981232,1,9117695
419265,1,9118493
419916,1,9116049
1040917,36,9118868
168753,8,9118186
523155,1,9103072
3013936,28,9115793
100023,21,9119810
715654,1,9117303
419052,1,9102982
880460,1,9115601
420024,1,9116890
1177185,1,9102970
707741,1,9118242
901153,1,9117071
2836770,1,9115801
419866,1,9116570
1026378,1,9102869
700186,1,9117855
419945,1,9117132
2785500,17,9119462
1299943,28,6000008
419077,1,9116992
167903,11,9119461
419725,1,9102877
419193,1,9116798
2913016,8,9119204
345056,23,9117091
100043,20,9102886
419397,1,9118082
362431,45,9102944
419335,1,9117048
329302,2,9115760
419295,1,9118540
2843383,1,9117174
420502,1,9116685
2869833,1,9118080
1304142,1,9116520
278651,28,9102779
867729,18,9116062
1076811,10,9119665
3025027,1,9116431
751630,1,9116038
420192,1,9116687
842595,1,9119296
419663,1,9118315
419784,1,9116454
420801,1,9117759
395641,47,9120221
419891,1,9116580
2976485,45,9118297
3001441,1,9119508
3060364,28,9117925
438147,1,9115908
922027,40,9118818
100535,18,9118245
1107168,8,9119205
1406447,1,9117649
3060829,28,9117923
2812008,1,9119697
279431,28,9118804
1015876,1,9118663
362414,45,9115770
827078,1,9117665
2961893,22,9117413
820935,1,9120213
398534,47,9119183
419032,1,9115636
420104,1,9116804
816514,18,9118305
100555,18,9119220
3048193,18,9103050
278644,29,9115857
2884013,45,9118068
3077862,1,9120865
2971943,1,9120799
168253,8,9115532
419021,1,6000003
100224,18,9115580
829012,32,9102784
3105138,1,9120734
279488,28,9118165
2752420,1,9102867
2789586,1,9120822
329433,2,9115721
896477,49,9118030
1043267,18,9118236
148051,35,9120117
3094869,1,9116950
3009789,1,9120925
2996210,1,9117926
3076891,8,9120770
3089762,20,9119550
863097,1,9103003
168998,17,9117893
1304868,1,9118364
100091,19,9103089
100018,21,9115640
3106953,1,
845056,11,9115514
1348256,1,9119734
1225911,17,9118600
329454,2,9118973
2807568,1,9117687
3050651,1,9120819
2815041,28,9117385
3106079,45,9117336
3096573,1,
2931924,1,9103032
3082409,1,9120926
2908225,47,9118910
751305,1,9116937
2733881,1,9118579
279463,28,9116841
100438,18,9119424
127250,35,9018508
127962,41,9007639
278512,31,9007680
279390,28,9120087
279396,28,9120159
329824,4,1044863
360253,23,9119696
362336,45,9025321
362339,45,9119280
419118,1,9118370
419389,1,9116594
419666,1,9118453
421603,1,9119158
421778,1,9116796
421986,1,9018551
421987,1,9119701
422542,1,9006214
574321,1,9117074
362989,47,9102727
419659,1,9119292
127365,35,9117498
451586,1,9117364
752427,1,9116499
902128,46,9119279
423355,1,9116035
665492,1,9116906
930201,1,9005673
787177,1,9118134
784588,1,9117161
933682,1,9120042
419503,1,9117012
644945,1,9120259
645055,1,9120062
130184,40,9027559
127954,40,9118841
138049,37,9027519
892332,1,9116946
278819,28,9116839
159523,36,9011904
100222,18,9118694
419272,1,9118454
750764,1,9117753
420498,1,9118469
886240,1,9116981
419159,1,9117541
419148,1,9116859
977113,1,9119631
279522,28,9017520
278816,28,9117467
127791,39,9029462
418427,1,9118111
889006,1,9120031
601025,1,9116913
745175,1,9118565
716442,1,9116437
419116,1,9116828
978256,1,9117690
1025029,8,9115888
418816,1,9120045
600226,1,9116620
1039487,1,9117726
328977,3,9029508
854106,3,9007574
419294,1,9117056
654256,1,9117769
419198,1,9116743
1054993,1,9116003
421953,1,9117718
872674,1,9018320
921008,23,9085776
971618,23,9086887
127462,36,9118844
360167,23,9004339
247589,28,9120138
128005,42,9117557
391581,49,9120196
360414,26,9017693
385901,47,9118408
691974,1,9118118
329468,2,9120014
329775,5,9009261
879054,36,9029191
329801,5,9119993
419069,1,9116018
1023447,1,9119728
732077,1,9117312
279197,28,9120162
1207095,1,9117025
395604,47,9118648
420483,1,9117526
534478,1,9117640
422133,1,9118342
696951,1,9117376
1296579,23,9119866
167348,36,9001507
167989,9,9119532
168022,8,5747129
421771,1,9117794
591234,1,9027767
880117,1,9119026
883186,1,9117763
1025464,36,9115682
709778,1,9116032
419153,1,9118539
1270935,1,9119369
1015443,1,9117930
1355674,1,9120190
909304,28,9015629
1006613,1,9118132
420585,1,9117006
419740,1,9115595
276253,28,9119671
957508,1,9119629
451880,1,9116884
1406442,1,
421609,1,9102868
420222,1,9116393
279423,28,9117956
948214,1,9117092
127364,35,9117576
244434,28,9118747
362077,46,
1423409,46,9118158
420008,1,9115697
423391,1,
420108,1,9116637
420806,1,9117724
329367,2,9004304
2729098,1,9117743
971725,47,9120261
439537,1,9117226
127433,36,9029801
2743431,1,9117625
420480,1,9116751
1059561,4,9119970
419451,1,9117070
400712,47,9119822
453405,1,9116284
419425,1,9117191
1076574,26,9119766
2767968,8,9119644
2749983,36,9118833
823103,21,9001219
168564,8,9119216
373016,46,9119941
161240,36,9024242
119522,18,9118720
888126,28,9120152
280329,8,9118415
1068762,18,9119646
278935,29,9117984
168267,8,9115594
2795567,36,9004993
480256,1,9120065
167962,10,9118467
362158,45,9116641
2806863,8,9116097
419635,1,9115570
1063244,6,9115730
995255,6,9115749
1449369,1,
1039700,2,9115744
439646,1,9117223
420281,1,9117324
419665,1,9118649
279239,28,9117401
421762,1,9103047
421461,1,9116763
419054,1,9102776
168223,8,9115519
2134349,8,9118356
2825073,1,
2786739,1,9116387
1300165,28,9120146
363096,47,9117430
930997,1,9116673
2830441,35,9118816
981760,1,9117622
360302,24,9102912
1603590,28,9022969
386593,47,9119339
2743636,1,9116923
421973,1,9117186
362396,45,9115637
419719,1,9116096
191805,8,9119209
168663,8,9117869
966715,23,9119770
2849129,1,9118575
360250,23,9118988
421954,1,9102897
1200117,5,9119969
1071367,35,9006781
907700,28,9072574
2849378,8,9118196
2862371,1,9118870
2832675,44,9119228
2816266,1,9118573
909083,18,9005339
2739121,23,9118881
362418,45,9102738
419991,1,9116771
2781463,6,9120202
773126,1,9117706
843602,18,9008314
2796536,36,9117958
130754,42,9120122
363092,47,9119362
127351,35,9102755
419641,1,9117136
2831647,1,9117797
969793,1,9116050
301615,2,9119966
1171871,1,9120876
447673,1,9096423
2751606,1,9119788
1415352,1,9116693
124927,18,9118773
